lot	family	path	base_lines	base_prose_lines	current_prose_lines
L70	24b — Démarrage et arrêt de la flotte	runtime/test/fleet/application/catalogue_verify_test.exs	280	67	67
L70	24b — Démarrage et arrêt de la flotte	runtime/test/fleet/application_prep_stop_test.exs	23	9	9
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.catalogue.roles.ex	79	32	32
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.catalogue.verify.ex	71	18	18
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.provenance.verify.ex	71	10	10
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.slug_witness.ex	114	46	46
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.sp.gen.ex	110	37	37
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.test.view.ex	291	53	53
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars.topology.ex	373	94	94
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars/contracts/check/catalogue.ex	745	213	213
L71	25a — Mix : commandes et catalogue	runtime/lib/mix/tasks/lcars/contracts/check/types.ex	331	117	117
L71	25a — Mix : commandes et catalogue	runtime/test/mix/catalogue_enumerations_check_test.exs	127	26	26
L71	25a — Mix : commandes et catalogue	runtime/test/mix/catalogue_family_check_test.exs	277	38	38
L71	25a — Mix : commandes et catalogue	runtime/test/mix/catalogue_roles_test.exs	213	81	81
L72	25a — Mix : commandes et catalogue	runtime/test/mix/slug_witness_test.exs	96	25	25
L72	25a — Mix : commandes et catalogue	runtime/test/mix/test_view_test.exs	138	14	14
L73	25b — Mix : contrats runtime et artefacts	runtime/lib/mix/tasks/lcars/contracts/check/artifact.ex	762	256	256
L73	25b — Mix : contrats runtime et artefacts	runtime/lib/mix/tasks/lcars/contracts/check/boot.ex	180	56	56
L73	25b — Mix : contrats runtime et artefacts	runtime/lib/mix/tasks/lcars/contracts/check/events.ex	614	173	173
L74	25b — Mix : contrats runtime et artefacts	runtime/lib/mix/tasks/lcars/contracts/check/runtime.ex	1356	443	443
L74	25b — Mix : contrats runtime et artefacts	runtime/test/mix/bare_alias_check_test.exs	108	17	17
L74	25b — Mix : contrats runtime et artefacts	runtime/test/mix/boot_artifact_check_test.exs	403	60	60
L74	25b — Mix : contrats runtime et artefacts	runtime/test/mix/eval_doors_stdout_check_test.exs	255	69	69
L74	25b — Mix : contrats runtime et artefacts	runtime/test/mix/events_family_check_test.exs	392	60	60
L74	25b — Mix : contrats runtime et artefacts	runtime/test/mix/runtime_family_check_test.exs	404	55	55
L75	25c — Mix : sources de vérité et déclarations	runtime/lib/mix/tasks/lcars/contracts/check/single_source.ex	1365	427	427
L75	25c — Mix : sources de vérité et déclarations	runtime/test/mix/cap_profile_project_keys_check_test.exs	134	25	25
L75	25c — Mix : sources de vérité et déclarations	runtime/test/mix/forge_fields_check_test.exs	132	23	23
L75	25c — Mix : sources de vérité et déclarations	runtime/test/mix/layout_single_source_check_test.exs	347	88	88
L75	25c — Mix : sources de vérité et déclarations	runtime/test/mix/proven_image_regime_check_test.exs	114	23	23
L75	25c — Mix : sources de vérité et déclarations	runtime/test/mix/seam_surface_check_test.exs	171	23	23
L75	25c — Mix : sources de vérité et déclarations	runtime/test/mix/single_source_family_check_test.exs	325	56	56
L76	25d — Mix : contrats des outils	runtime/lib/mix/tasks/lcars/contracts/check/tools.ex	1512	463	463
L76	25d — Mix : contrats des outils	runtime/test/mix/capabilities_exercisable_check_test.exs	143	23	23
L76	25d — Mix : contrats des outils	runtime/test/mix/tool_descriptions_check_test.exs	136	44	44
L76	25d — Mix : contrats des outils	runtime/test/mix/tool_effects_check_test.exs	134	21	21
L76	25d — Mix : contrats des outils	runtime/test/mix/tools_gated_check_test.exs	264	24	24
L77	25e — Mix : infrastructure des contrôles	runtime/lib/mix/tasks/lcars.contracts.check.ex	223	69	69
L77	25e — Mix : infrastructure des contrôles	runtime/lib/mix/tasks/lcars/contracts/check/support.ex	509	196	196
L77	25e — Mix : infrastructure des contrôles	runtime/lib/mix/tasks/lcars/contracts/check/tests.ex	677	224	224
L77	25e — Mix : infrastructure des contrôles	runtime/test/mix/derniers_murs_check_test.exs	892	119	119
L77	25e — Mix : infrastructure des contrôles	runtime/test/mix/lcars_contracts_check_test.exs	799	152	152
L77	25e — Mix : infrastructure des contrôles	runtime/test/mix/no_check_passes_on_nothing_test.exs	209	99	99
L78	25e — Mix : infrastructure des contrôles	runtime/test/mix/test_corpora_check_test.exs	174	42	42
L78	25e — Mix : infrastructure des contrôles	runtime/test/mix/tests_corpus_walls_check_test.exs	281	72	72
L79	26 — Infrastructure des tests	runtime/test/fleet/os_probe_test.exs	163	36	36
L79	26 — Infrastructure des tests	runtime/test/support/authority_double.ex	174	60	60
L79	26 — Infrastructure des tests	runtime/test/support/barrier.ex	74	65	65
L79	26 — Infrastructure des tests	runtime/test/support/cap_profile_fixture.ex	50	21	21
L79	26 — Infrastructure des tests	runtime/test/support/catalogue_isolation.ex	48	23	23
L79	26 — Infrastructure des tests	runtime/test/support/os_probe.ex	108	65	65
L79	26 — Infrastructure des tests	runtime/test/support/probe_seam.ex	10	5	5
L79	26 — Infrastructure des tests	runtime/test/support/test_env.ex	147	91	91
L79	26 — Infrastructure des tests	runtime/test/support/time_formatter.ex	57	21	21
L79	26 — Infrastructure des tests	runtime/test/test_helper.exs	77	49	49
L80	27 — Configuration et construction	runtime/.credo.exs	221	86	86
L80	27 — Configuration et construction	runtime/.dialyzer_ignore.exs	10	7	7
L80	27 — Configuration et construction	runtime/.formatter.exs	4	1	1
L80	27 — Configuration et construction	runtime/config/config.exs	60	47	47
L80	27 — Configuration et construction	runtime/config/runtime.exs	974	599	599
L80	27 — Configuration et construction	runtime/config/test.exs	149	96	96
L80	27 — Configuration et construction	runtime/test/fleet/config_knobs_test.exs	150	43	43
L81	27 — Configuration et construction	runtime/mix.exs	310	153	153
L81	27 — Configuration et construction	runtime/test/fleet/runtime_exs_guard_b_test.exs	92	22	22
L81	27 — Configuration et construction	runtime/test/fleet/seam_key_naming_test.exs	166	65	65
L81	27 — Configuration et construction	runtime/test/mix/gate_composition_test.exs	136	39	39
